0	2
0	4
0	5
0	3
0	6
1	9
1	10
1	8
1	12
1	676
2	1798
2	14
2	13
2	1179
2	848
3	19
3	17
3	18
3	9
3	676
4	676
4	29
4	22
4	24
4	28
5	32
5	31
5	34
5	30
5	844
6	35
6	36
6	38
6	676
6	216
7	42
7	1990
7	41
7	40
7	906
8	44
8	43
8	1580
8	45
8	676
9	414
9	1316
9	49
9	676
9	906
10	52
10	51
10	1953
10	50
10	676
11	59
11	57
11	56
11	676
11	673
12	590
12	60
12	62
12	343
12	1264
13	1735
13	1949
13	1892
13	676
13	500
14	68
14	71
14	1738
14	67
14	69
15	73
15	72
15	1906
15	673
15	676
16	75
16	76
16	77
16	1789
16	676
17	82
17	79
17	80
17	676
17	553
18	1643
18	101
18	86
18	220
18	1179
19	87
19	1816
19	90
19	89
19	906
20	92
20	93
20	94
20	676
20	784
21	676
21	367
21	100
21	800
21	98
22	101
22	102
22	1734
22	676
22	1179
23	108
23	841
23	104
23	105
23	676
24	110
24	109
24	1800
24	676
24	1794
25	118
25	115
25	116
25	1419
25	734
26	1672
26	122
26	120
26	676
26	1894
27	986
27	123
27	124
27	676
27	645
28	129
28	1933
28	126
28	1179
28	734
29	132
29	131
29	130
29	676
29	734
30	1469
30	458
30	134
30	1312
30	676
31	137
31	140
31	136
31	1812
31	676
32	143
32	142
32	144
32	676
32	1179
33	145
33	1975
33	147
33	148
33	1170
34	27
34	151
34	149
34	1179
34	1492
35	793
35	155
35	2008
35	156
35	676
36	161
36	160
36	158
36	1678
36	676
37	676
37	645
37	171
37	166
37	1984
38	175
38	176
38	174
38	252
38	1179
39	178
39	207
39	885
39	177
39	1179
40	179
40	181
40	180
40	182
40	676
41	35
41	185
41	184
41	133
41	676
42	189
42	188
42	190
42	645
42	378
43	676
43	686
43	1179
43	553
43	193
44	1855
44	207
44	205
44	206
44	203
45	1679
45	1280
45	209
45	210
45	1008
46	676
46	57
46	216
46	215
46	906
47	1147
47	219
47	220
47	1898
47	2016
48	225
48	1508
48	221
48	676
48	226
49	1227
49	231
49	676
49	83
49	229
50	234
50	1669
50	83
50	232
50	1688
51	1700
51	240
51	236
51	237
51	676
52	815
52	243
52	1705
52	242
52	241
53	1788
53	246
53	1814
53	676
53	734
54	85
54	250
54	249
54	676
54	247
55	253
55	1642
55	1734
55	1659
55	502
56	34
56	256
56	1789
56	1763
56	676
57	258
57	257
57	748
57	1475
57	1960
58	262
58	266
58	198
58	263
58	676
59	676
59	906
59	268
59	1179
59	734
60	1280
60	1028
60	277
60	275
60	299
61	279
61	281
61	280
61	676
61	734
62	535
62	283
62	285
62	1487
62	676
63	289
63	1883
63	247
63	355
63	250
64	292
64	293
64	43
64	500
64	61
65	295
65	294
65	233
65	1165
65	1419
66	32
66	297
66	151
66	1705
66	676
67	303
67	302
67	301
67	673
67	1043
68	306
68	309
68	310
68	304
68	305
69	311
69	402
69	313
69	906
69	426
70	1728
70	316
70	314
70	315
70	676
71	1179
71	632
71	178
71	906
71	676
72	153
72	327
72	326
72	325
72	1179
73	1761
73	331
73	332
73	333
73	330
74	1842
74	1875
74	335
74	676
74	334
75	343
75	344
75	342
75	734
75	676
76	349
76	350
76	347
76	351
76	1827
77	1295
77	154
77	352
77	676
77	893
78	55
78	358
78	257
78	357
78	676
79	361
79	1755
79	359
79	676
79	1487
80	676
80	1179
80	500
80	152
80	906
81	376
81	2022
81	375
81	756
81	1891
82	380
82	670
82	378
82	1709
82	676
83	1835
83	499
83	1774
83	676
83	395
84	59
84	387
84	385
84	676
84	673
85	388
85	233
85	390
85	1721
85	676
86	1185
86	393
86	394
86	1251
86	1247
87	396
87	1838
87	1648
87	676
87	1763
88	398
88	57
88	397
88	2016
88	676
89	484
89	402
89	403
89	404
89	676
90	61
90	1846
90	406
90	2023
90	676
91	1890
91	409
91	411
91	534
91	410
92	3
92	414
92	412
92	855
92	673
93	419
93	418
93	1267
93	417
93	1649
94	420
94	406
94	421
94	734
94	1492
95	424
95	29
95	230
95	500
95	676
96	427
96	1714
96	1809
96	1687
96	428
97	1441
97	432
97	431
97	429
97	734
98	437
98	436
98	433
98	438
98	435
99	440
99	1719
99	442
99	676
99	906
100	1255
100	93
100	676
100	445
100	444
101	449
101	448
101	1770
101	1150
101	676
102	262
102	764
102	452
102	453
102	454
103	458
103	456
103	455
103	673
103	1312
104	153
104	67
104	459
104	1603
104	1786
105	462
105	460
105	464
105	1179
105	906
106	1653
106	2024
106	466
106	673
106	1179
107	676
107	500
107	472
107	1179
107	906
108	478
108	155
108	317
108	1179
108	480
109	1867
109	123
109	483
109	676
109	114
110	533
110	868
110	484
110	1715
110	906
111	488
111	29
111	676
111	221
111	1707
112	406
112	30
112	489
112	676
112	2046
113	493
113	1723
113	1121
113	622
113	676
114	508
114	496
114	495
114	676
114	1740
115	2025
115	1940
115	1814
115	676
115	1168
116	499
116	277
116	676
116	500
116	906
117	1694
117	1826
117	38
117	676
117	1179
118	506
118	2010
118	504
118	1763
118	254
119	1829
119	508
119	509
119	415
119	676
120	183
120	512
120	510
120	1179
120	676
121	64
121	1725
121	515
121	516
121	517
122	368
122	520
122	717
122	906
122	500
123	522
123	523
123	1931
123	1763
123	1899
124	245
124	525
124	1509
124	295
124	676
125	527
125	529
125	426
125	1674
125	676
126	530
126	676
126	533
126	535
126	1938
127	538
127	292
127	536
127	676
127	1179
128	539
128	454
128	540
128	541
128	1534
129	543
129	544
129	545
129	676
129	906
130	550
130	676
130	549
130	552
130	546
131	935
131	555
131	556
131	906
131	1556
132	559
132	558
132	1947
132	1186
132	310
133	562
133	560
